Gene	EnsID	Chromosome	Start	End	band	strand
32814	RBP4	ENSG00000138207	10	93591687	93601744	q23.33	-1
12182	PDE6C	ENSG00000095464	10	93612588	93666010	q23.33	1
21898	FRA10AC1	ENSG00000148690	10	93667883	93702572	q23.33	-1
27810	LGI1	ENSG00000108231	10	93757809	93798174	q23.33	1
32867	RAB11AP1	ENSG00000227995	10	93881293	93881938	q23.33	-1
14019	SLC35G1	ENSG00000176273	10	93893973	93956062	q23.33	1
6433	PIPSL	ENSG00000180764	10	93958191	93961540	q23.33	-1
22410	PLCE1	ENSG00000138193	10	93993989	94332823	q23.33	1
25122	PLCE1-AS2	ENSG00000232913	10	94081950	94108814	q23.33	-1
25219	HDAC1P1	ENSG00000234724	10	94137748	94139500	q23.33	1
5219	RNU6-657P	ENSG00000206631	10	94155639	94155745	q23.33	-1
25228	PLCE1-AS1	ENSG00000268894	10	94279277	94287478	q23.33	-1
9595	NOC3L	ENSG00000173145	10	94333226	94362959	q23.33	-1
19226	TBC1D12	ENSG00000108239	10	94402504	94535930	q23.33	1
20699	HELLS	ENSG00000119969	10	94501434	94613905	q23.33	1
24657	CTBP2P2	ENSG00000235746	10	94646364	94647996	q23.33	-1
27055	CYP2C18	ENSG00000108242	10	94683621	94736190	q23.33	1
26948	CYP2C19	ENSG00000165841	10	94762624	94853260	q23.33	1
26943	MTND4P19	ENSG00000230338	10	94774156	94774633	q23.33	-1
33614	CYP2C58P	ENSG00000235199	10	94865852	94873129	q23.33	-1
3378	CYP2C9	ENSG00000138109	10	94938658	94989390	q23.33	1
3182	MTND4P20	ENSG00000233377	10	94940253	94941121	q23.33	-1
22246	CYP2C59P	ENSG00000228460	10	95007126	95007556	q23.33	-1
22302	CYP2C60P	ENSG00000260863	10	95009674	95009812	q23.33	1
34406	CYP2C8	ENSG00000138115	10	95036772	95069497	q23.33	-1
27128	PAWRP1	ENSG00000225533	10	95183653	95184217	q23.33	1
27252	ACSM6	ENSG00000173124	10	95194200	95228928	q23.33	1
13446	PDLIM1	ENSG00000107438	10	95237572	95291024	q23.33	-1
12872	SORBS1	ENSG00000095637	10	95311771	95561414	q24.1	-1
20647	ALDH18A1	ENSG00000059573	10	95605929	95656706	q24.1	-1
13461	TCTN3	ENSG00000119977	10	95663396	95694143	q24.1	-1
15646	ENTPD1	ENSG00000138185	10	95711779	95877266	q24.1	1
9277	ENTPD1-AS1	ENSG00000226688	10	95753206	96090238	q24.1	-1
10308	C10orf131	ENSG00000173088	10	95907603	95938723	q24.1	1
16442	CC2D2B	ENSG00000188649	10	96000091	96032684	q24.1	1
10473	CCNJ	ENSG00000107443	10	96043394	96060870	q24.1	1
997	MIR3157	ENSG00000266407	10	96064315	96064399	q24.1	-1
4839	RNU6-271P	ENSG00000200728	10	96112747	96112851	q24.1	1
8943	ZNF518A	ENSG00000177853	10	96129715	96205288	q24.1	1
8927	NPM1P25	ENSG00000229417	10	96189366	96190219	q24.1	-1
9505	BLNK	ENSG00000095585	10	96191702	96271587	q24.1	-1
26754	DNTT	ENSG00000107447	10	96304396	96338564	q24.1	1
29157	OPALIN	ENSG00000197430	10	96343216	96359365	q24.1	-1
33911	TLL2	ENSG00000095587	10	96364606	96513918	q24.1	-1
24659	TM9SF3	ENSG00000077147	10	96518109	96587452	q24.1	-1
25088	NPM1P26	ENSG00000235677	10	96560185	96560922	q24.1	1
15029	PIK3AP1	ENSG00000155629	10	96593312	96720514	q24.1	-1
5739	RNA5SP324	ENSG00000202047	10	96619376	96619483	q24.1	1
5403	RNU6-1274P	ENSG00000207287	10	96743167	96743273	q24.1	1
25701	RPL13AP5	ENSG00000236552	10	96750288	96750899	q24.1	1
504	MIR607	ENSG00000207976	10	96828669	96828764	q24.1	-1
26109	LCOR	ENSG00000196233	10	96832260	96981043	q24.1	1
26092	HMGN2P35	ENSG00000232875	10	96915633	96915902	q24.1	-1
27942	C10orf12	ENSG00000155640	10	96981284	96986212	q24.1	1
19636	SLIT1	ENSG00000187122	10	96998038	97185920	q24.1	-1
24536	SLIT1-AS1	ENSG00000234855	10	97102756	97103747	q24.1	1
24510	ARHGAP19-SLIT1	ENSG00000269891	10	97153045	97292637	q24.1	-1
17451	ARHGAP19	ENSG00000213390	10	97222173	97292673	q24.1	-1
10604	FRAT1	ENSG00000165879	10	97319267	97321915	q24.1	1
13647	FRAT2	ENSG00000181274	10	97332497	97334709	q24.1	-1
31355	RRP12	ENSG00000052749	10	97356358	97426076	q24.1	-1
18826	PGAM1	ENSG00000171314	10	97426160	97433441	q24.1	1
10566	EXOSC1	ENSG00000171311	10	97436142	97446017	q24.1	-1
7219	ZDHHC16	ENSG00000171307	10	97446131	97457370	q24.1	1
33273	MMS19	ENSG00000155229	10	97458324	97498794	q24.1	-1
15624	UBTD1	ENSG00000165886	10	97498868	97571209	q24.1	1
16056	ANKRD2	ENSG00000165887	10	97572499	97583884	q24.2	1
23360	HOGA1	ENSG00000241935	10	97584323	97612802	q24.2	1
24386	C10orf62	ENSG00000203942	10	97589727	97590934	q24.2	1
24233	MORN4	ENSG00000171160	10	97614553	97633500	q24.2	-1
23182	PI4K2A	ENSG00000155252	10	97640686	97676434	q24.2	1
9569	AVPI1	ENSG00000119986	10	97677424	97687323	q24.2	-1
9816	MARVELD1	ENSG00000155254	10	97713173	97718152	q24.2	1
24348	ZFYVE27	ENSG00000155256	10	97737121	97760907	q24.2	1
30534	SFRP5	ENSG00000120057	10	97766751	97771952	q24.2	-1
8684	LINC00866	ENSG00000227356	10	97828478	97849798	q24.2	-1
9465	GOLGA7B	ENSG00000155265	10	97850239	97871580	q24.2	1
9509	CRTAC1	ENSG00000095713	10	97865000	98030828	q24.2	-1
21985	R3HCC1L	ENSG00000166024	10	98134624	98244897	q24.2	1
8300	LOXL4	ENSG00000138131	10	98247690	98268250	q24.2	-1
23315	PYROXD2	ENSG00000119943	10	98383565	98415184	q24.2	-1
5173	MIR1287	ENSG00000221419	10	98395218	98395307	q24.2	-1
16020	HPS1	ENSG00000107521	10	98416198	98446947	q24.2	-1
886	MIR4685	ENSG00000264610	10	98431292	98431360	q24.2	-1
30373	HPSE2	ENSG00000172987	10	98457077	99235862	q24.2	-1
4996	MIR6507	ENSG00000274056	10	98924499	98924568	q24.2	-1
30367	ARL5AP2	ENSG00000236818	10	99013103	99013952	q24.2	-1
30365	RPL7P36	ENSG00000234109	10	99047639	99048319	q24.2	1
12024	CNNM1	ENSG00000119946	10	99329099	99394330	q24.2	1
28407	GOT1	ENSG00000120053	10	99396870	99430624	q24.2	-1
12093	LINC01475	ENSG00000257582	10	99526350	99531177	q24.2	-1
14858	NKX2-3	ENSG00000119919	10	99532933	99536524	q24.2	1
23620	SLC25A28	ENSG00000155287	10	99610522	99620609	q24.2	-1
33720	ENTPD7	ENSG00000198018	10	99659506	99706240	q24.2	1
33693	EBAG9P1	ENSG00000233690	10	99697407	99697949	q24.2	-1
33730	CUTC	ENSG00000119929	10	99702558	99756134	q24.2	1
33695	COX15	ENSG00000014919	10	99711844	99732100	q24.2	-1
34425	ABCC2	ENSG00000023839	10	99782732	99852192	q24.2	1
34422	NANOGP6	ENSG00000227351	10	99788564	99789410	q24.2	-1
395	DNMBP	ENSG00000107554	10	99875577	100009919	q24.2	-1
211	DNMBP-AS1	ENSG00000227695	10	99927010	99958381	q24.2	1
16715	CPN1	ENSG00000120054	10	100042193	100081877	q24.2	-1
18726	TPM4P1	ENSG00000232230	10	100114417	100115223	q24.31	-1
9518	ERLIN1	ENSG00000107566	10	100150094	100188334	q24.31	-1
9107	CHUK	ENSG00000213341	10	100188298	100229619	q24.31	-1
6770	CWF19L1	ENSG00000095485	10	100232298	100267680	q24.31	-1
6039	SNORA12	ENSG00000212464	10	100237156	100237302	q24.31	-1
7294	PHBP9	ENSG00000230224	10	100248271	100249095	q24.31	1
2225	RNU6-422P	ENSG00000207362	10	100258571	100258677	q24.31	1
17159	BLOC1S2	ENSG00000196072	10	100273280	100286712	q24.31	-1
26384	PKD2L1	ENSG00000107593	10	100288154	100330486	q24.31	-1
12410	SCD	ENSG00000099194	10	100347124	100364834	q24.31	1
28560	OLMALINC	ENSG00000235823	10	100373615	100383368	q24.31	1
30430	WNT8B	ENSG00000075290	10	100463041	100483744	q24.31	1
30327	SEC31B	ENSG00000075826	10	100486642	100519864	q24.31	-1
9200	NDUFB8	ENSG00000166136	10	100523740	100530000	q24.31	-1
8757	HIF1AN	ENSG00000166135	10	100529072	100559998	q24.31	1
21760	PAX2	ENSG00000075891	10	100735603	100829941	q24.31	1
26582	FAM178A	ENSG00000119906	10	100912569	100965136	q24.31	1
18466	MRPL43	ENSG00000055950	10	100969458	100987515	q24.31	-1
11729	SEMA4G	ENSG00000095539	10	100969518	100985871	q24.31	1
2526	MIR608	ENSG00000207551	10	100974985	100975084	q24.31	1
16977	C10orf2	ENSG00000107815	10	100987367	100994401	q24.31	1
6046	LZTS2	ENSG00000107816	10	100996618	101007836	q24.31	1
245	PDZD7	ENSG00000186862	10	101007683	101031157	q24.31	-1
21176	SFXN3	ENSG00000107819	10	101031234	101041244	q24.31	1
24921	KAZALD1	ENSG00000107821	10	101061841	101068131	q24.31	1
30504	TLX1NB	ENSG00000236311	10	101089321	101131126	q24.31	-1
30514	TLX1	ENSG00000107807	10	101130505	101137789	q24.31	1
20013	LINC01514	ENSG00000237579	10	101176323	101194147	q24.31	1
20046	SMARCE1P7	ENSG00000270973	10	101181144	101181951	q24.31	-1
20054	LBX1	ENSG00000138136	10	101226195	101229794	q24.32	-1
20065	LBX1-AS1	ENSG00000227128	10	101229594	101270148	q24.32	1
1846	RNU2-43P	ENSG00000222238	10	101307529	101307718	q24.32	1
34352	BTRC	ENSG00000166167	10	101354033	101557321	q24.32	1
2229	RNU2-59P	ENSG00000222414	10	101364845	101365035	q24.32	-1
7487	DPCD	ENSG00000166171	10	101570560	101609668	q24.32	1
30180	POLL	ENSG00000166169	10	101578882	101588270	q24.32	-1
4875	MIR3158-1	ENSG00000263436	10	101601417	101601497	q24.32	1
4876	MIR3158-2	ENSG00000263436	10	101601417	101601497	q24.32	1
27909	FBXW4	ENSG00000107829	10	101610664	101695295	q24.32	-1
5360	RNU6-1165P	ENSG00000222051	10	101622859	101622965	q24.32	1
15459	FGF8	ENSG00000107831	10	101770130	101780369	q24.32	-1
22130	NPM3	ENSG00000107833	10	101781325	101783413	q24.32	-1
17382	MGEA5	ENSG00000198408	10	101784443	101818465	q24.32	-1
26464	KCNIP2-AS1	ENSG00000226009	10	101819078	101828779	q24.32	1
26760	KCNIP2	ENSG00000120049	10	101825974	101843920	q24.32	-1
14863	C10orf76	ENSG00000120029	10	101845599	102056193	q24.32	-1
17974	HPS6	ENSG00000166189	10	102065390	102068038	q24.32	1
21549	LDB1	ENSG00000198728	10	102107560	102120453	q24.32	-1
20244	PPRC1	ENSG00000148840	10	102132994	102150331	q24.32	1
29850	NOLC1	ENSG00000166197	10	102152176	102163871	q24.32	1
18034	ELOVL3	ENSG00000119915	10	102226328	102229589	q24.32	1
20127	PITX3	ENSG00000107859	10	102230186	102241474	q24.32	-1
23580	GBF1	ENSG00000107862	10	102245532	102382899	q24.32	1
22748	NFKB2	ENSG00000077150	10	102394110	102402529	q24.32	1
31802	PSD	ENSG00000059915	10	102402617	102421539	q24.32	-1
31938	FBXL15	ENSG00000107872	10	102419189	102423136	q24.32	1
31726	CUEDC2	ENSG00000107874	10	102423245	102432661	q24.32	-1
2554	MIR146B	ENSG00000202569	10	102436500	102436609	q24.32	1
190	RPARP-AS1	ENSG00000269609	10	102449817	102461106	q24.32	1
217	C10orf95	ENSG00000120055	10	102449837	102451543	q24.32	-1
6675	TMEM180	ENSG00000138111	10	102461395	102477045	q24.32	1
7665	ACTR1A	ENSG00000138107	10	102479229	102502711	q24.32	-1
12808	SUFU	ENSG00000107882	10	102503987	102633535	q24.32	1
12795	RPL23AP58	ENSG00000228657	10	102572757	102573225	q24.32	-1
4559	RNU6-43P	ENSG00000207029	10	102591524	102591630	q24.32	1
9824	TRIM8	ENSG00000171206	10	102644496	102658407	q24.32	1
17520	ARL3	ENSG00000138175	10	102673731	102714407	q24.32	-1
34413	SFXN2	ENSG00000156398	10	102714538	102743492	q24.32	1
6582	WBP1L	ENSG00000166272	10	102743970	102816267	q24.32	1
5516	RNU6-1231P	ENSG00000252994	10	102803929	102804031	q24.32	1
7206	CYP17A1	ENSG00000148795	10	102830531	102837533	q24.32	-1
7200	CYP17A1-AS1	ENSG00000203886	10	102832721	102834516	q24.32	1
19723	PFN1P11	ENSG00000213061	10	102838011	102845473	q24.32	-1
19726	PTGES3P4	ENSG00000236937	10	102845595	102845950	q24.32	1
21360	C10orf32	ENSG00000166275	10	102854223	102864961	q24.32	1
20966	C10orf32-ASMT	ENSG00000270316	10	102854272	102901899	q24.32	1
21047	AS3MT	ENSG00000214435	10	102869516	102901899	q24.32	1
28142	CNNM2	ENSG00000148842	10	102918293	103090221	q24.32	1
28279	NT5C2	ENSG00000076685	10	103088017	103193306	q24.33	-1
28135	MARCKSL1P1	ENSG00000213277	10	103175554	103176094	q24.33	1
12444	ST13P13	ENSG00000229256	10	103215709	103216800	q24.33	1
20817	RPEL1	ENSG00000235376	10	103245887	103248016	q24.33	1
21208	INA	ENSG00000148798	10	103277163	103290351	q24.33	1
25692	PCGF6	ENSG00000156374	10	103302796	103351134	q24.33	-1
1490	RNU11-3P	ENSG00000212413	10	103312436	103312568	q24.33	-1
31229	TAF5	ENSG00000148835	10	103367967	103389065	q24.33	1
30896	USMG5	ENSG00000173915	10	103389041	103396466	q24.33	-1
2470	MIR1307	ENSG00000221767	10	103394253	103394401	q24.33	-1
33483	PDCD11	ENSG00000148843	10	103396648	103446292	q24.33	1
22949	CALHM2	ENSG00000138172	10	103446786	103452402	q24.33	-1
28360	CALHM1	ENSG00000185933	10	103453387	103458888	q24.33	-1
28748	CALHM3	ENSG00000183128	10	103472804	103479240	q24.33	-1
28783	NEURL1-AS1	ENSG00000235470	10	103479603	103517393	q24.33	-1
28804	NEURL1	ENSG00000107954	10	103493979	103592552	q24.33	1
19505	SH3PXD2A	ENSG00000107957	10	103594027	103855543	q24.33	-1
19745	SH3PXD2A-AS1	ENSG00000280693	10	103745966	103755423	q24.33	1
22119	OBFC1	ENSG00000107960	10	103882542	103918205	q24.33	-1
32223	SLK	ENSG00000065613	10	103967201	104029233	q24.33	1
5767	RN7SL524P	ENSG00000266754	10	103974515	103974814	q24.33	-1
15374	COL17A1	ENSG00000065618	10	104031286	104086002	q25.1	-1
5066	MIR936	ENSG00000216083	10	104048089	104048186	q25.1	-1
4077	SFR1	ENSG00000156384	10	104122058	104126385	q25.1	1
16145	CFAP43	ENSG00000197748	10	104129888	104232362	q25.1	-1
5446	MIR609	ENSG00000208033	10	104218789	104218883	q25.1	-1
12453	GSTO1	ENSG00000148834	10	104235356	104267459	q25.1	1
4886	MIR4482	ENSG00000266852	10	104268336	104268405	q25.1	-1
22122	GSTO2	ENSG00000065621	10	104268873	104304945	q25.1	1
22634	ITPRIP	ENSG00000148841	10	104309698	104338404	q25.1	-1
24094	CFAP58-AS1	ENSG00000231233	10	104351591	104353575	q25.1	-1
24158	CFAP58	ENSG00000120051	10	104353764	104455090	q25.1	1
28929	SORCS3	ENSG00000156395	10	104641101	105265235	q25.1	1
28903	SORCS3-AS1	ENSG00000226387	10	104664608	104666200	q25.1	-1
3330	RNU6-463P	ENSG00000207068	10	105534659	105534765	q25.1	1
8003	YWHAZP5	ENSG00000213260	10	105686322	105687051	q25.1	1
19132	RPL23AP59	ENSG00000215002	10	106550106	106551121	q25.1	1
23333	SORCS1	ENSG00000108018	10	106573663	107164534	q25.1	-1
2563	RNA5SP325	ENSG00000200626	10	106970021	106970150	q25.1	1
1145	RNA5SP326	ENSG00000200079	10	107461560	107461669	q25.1	1
27640	LINC01435	ENSG00000229981	10	107694973	108197849	q25.1	-1
31208	PTGES3P5	ENSG00000234544	10	108296099	108296532	q25.1	1
31398	MAPKAPK5P1	ENSG00000224498	10	108848186	108849561	q25.1	1
5395	RN7SKP278	ENSG00000222436	10	108940969	108941310	q25.1	-1
5549	RNU5B-6P	ENSG00000252574	10	109184934	109185001	q25.1	-1
420	RNU6-839P	ENSG00000200217	10	109239639	109239746	q25.1	1
31817	PHB2P1	ENSG00000232728	10	109528119	109529008	q25.1	1
32394	BTF3P15	ENSG00000237242	10	109534655	109534990	q25.1	1
23148	XPNPEP1	ENSG00000108039	10	109864766	109923553	q25.1	-1
6313	RNU4-5P	ENSG00000272160	10	109869858	109869992	q25.1	1
28541	ADD3-AS1	ENSG00000203876	10	109940104	110008381	q25.1	-1
29057	ADD3	ENSG00000148700	10	109996368	110135565	q25.1	1
33863	SNRPGP12	ENSG00000226734	10	110139214	110139426	q25.2	-1
15973	MXI1	ENSG00000119950	10	110207605	110287365	q25.2	1
34401	SMNDC1	ENSG00000119953	10	110290730	110304951	q25.2	-1
23518	HMGB3P5	ENSG00000237642	10	110450629	110451240	q25.2	1
28215	DUSP5	ENSG00000138166	10	110497838	110511544	q25.2	1
6598	RPL7P35	ENSG00000233518	10	110550115	110550854	q25.2	-1
2152	SMC3	ENSG00000108055	10	110567691	110604636	q25.2	1
28069	RBM20	ENSG00000203867	10	110644397	110839469	q25.2	1
3643	RN7SKP288	ENSG00000252036	10	110756456	110756723	q25.2	1
425	RNA5SP327	ENSG00000199364	10	110761142	110761242	q25.2	1
17057	PDCD4-AS1	ENSG00000203497	10	110869868	110872233	q25.2	-1
17497	PDCD4	ENSG00000150593	10	110871795	110900006	q25.2	1
4123	MIR4680	ENSG00000265827	10	110898090	110898155	q25.2	1
17072	BBIP1	ENSG00000214413	10	110898730	110919274	q25.2	-1
9408	SHOC2	ENSG00000108061	10	110919547	111013667	q25.2	1
9393	RPL13AP6	ENSG00000234118	10	110936622	110937233	q25.2	-1
5331	MIR548E	ENSG00000221214	10	110988926	110989013	q25.2	1
29579	ADRA2A	ENSG00000150594	10	111077163	111080907	q25.2	1
10314	BTBD7P2	ENSG00000237618	10	111322778	111323397	q25.2	1
12528	GPAM	ENSG00000119927	10	112149864	112215377	q25.2	-1
25060	TECTB	ENSG00000119913	10	112283735	112305035	q25.2	1
2889	MIR6715A	ENSG00000276857	10	112299612	112299690	q25.2	1
2890	MIR6715B	ENSG00000276857	10	112299612	112299690	q25.2	1
26982	GUCY2GP	ENSG00000243316	10	112308181	112356574	q25.2	-1
20388	ACSL5	ENSG00000197142	10	112374018	112428380	q25.2	1
23480	ZDHHC6	ENSG00000023041	10	112424428	112446917	q25.2	-1
20911	VTI1A	ENSG00000151532	10	112446998	112818744	q25.2	1
2917	MIR4295	ENSG00000264763	10	112634170	112634254	q25.2	1
22030	TCF7L2	ENSG00000148737	10	112950250	113167678	q25.2	1
3140	RNU7-165P	ENSG00000238380	10	113353425	113353484	q25.3	1
34378	HABP2	ENSG00000148702	10	113550837	113589602	q25.3	1
34384	NRAP	ENSG00000197893	10	113588716	113664127	q25.3	-1
24875	CASP7	ENSG00000165806	10	113679162	113730907	q25.3	1
17436	PLEKHS1	ENSG00000148735	10	113751454	113783429	q25.3	1
25067	DCLRE1A	ENSG00000198924	10	113834725	113854383	q25.3	-1
32166	NHLRC2	ENSG00000196865	10	113854661	113917194	q25.3	1
25891	ADRB1	ENSG00000043591	10	114044056	114046908	q25.3	1
620	RNU6-709P	ENSG00000253066	10	114111414	114111517	q25.3	1
28376	UBE2V1P5	ENSG00000226582	10	114117147	114117551	q25.3	1
29826	CCDC186	ENSG00000165813	10	114120862	114174220	q25.3	-1
1757	MIR2110	ENSG00000238742	10	114174105	114174179	q25.3	-1
25970	TDRD1	ENSG00000095627	10	114179270	114232304	q25.3	1
30485	VWA2	ENSG00000165816	10	114239330	114291513	q25.3	1
26402	AFAP1L2	ENSG00000169129	10	114294824	114404756	q25.3	-1
3405	RN7SL384P	ENSG00000242912	10	114423770	114424067	q25.3	-1
1821	ABLIM1	ENSG00000099204	10	114431113	114685003	q25.3	-1
28273	PPIAP19	ENSG00000228169	10	114690143	114690634	q25.3	-1
28442	TAF9BP2	ENSG00000215760	10	114809375	114811170	q25.3	1
24027	FAM160B1	ENSG00000151553	10	114821744	114899832	q25.3	1
16578	TRUB1	ENSG00000165832	10	114938193	114977676	q25.3	1
3116	RNU6-1121P	ENSG00000252611	10	114969460	114969568	q25.3	-1
13422	ATRNL1	ENSG00000107518	10	115093365	115948992	q25.3	1
14846	GFRA1	ENSG00000151892	10	116056925	116273467	q25.3	-1
30947	CCDC172	ENSG00000182645	10	116324428	116380029	q25.3	1
5502	SNRPGP6	ENSG00000205433	10	116409256	116409475	q25.3	1
16660	PNLIPRP3	ENSG00000203837	10	116427867	116477957	q25.3	1
16708	HMGB3P8	ENSG00000227096	10	116439468	116440044	q25.3	-1
6101	RNU6-1090P	ENSG00000200935	10	116538183	116538276	q25.3	1
18740	PNLIP	ENSG00000175535	10	116545931	116567855	q25.3	1
30497	PNLIPP1	ENSG00000232091	10	116577308	116583317	q25.3	1
26010	PNLIPRP1	ENSG00000187021	10	116590385	116609175	q25.3	1
34368	PNLIPRP2	ENSG00000266200	10	116620953	116645143	q25.3	1
22937	C10orf82	ENSG00000165863	10	116663696	116670264	q25.3	-1
22754	HSPA12A	ENSG00000165868	10	116671192	116742574	q25.3	-1
20410	RPL5P27	ENSG00000228195	10	116749905	116751261	q25.3	1
23425	ENO4	ENSG00000188316	10	116849512	116911788	q25.3	1
22679	KIAA1598	ENSG00000187164	10	116881482	117126586	q25.3	-1
28041	VAX1	ENSG00000148704	10	117128521	117138301	q25.3	-1
30295	MIR3663HG	ENSG00000234474	10	117158656	117169059	q25.3	-1
14320	MIR3663	ENSG00000266782	10	117167678	117167774	q25.3	-1
30518	KCNK18	ENSG00000186795	10	117197489	117210299	q25.3	1
33460	SLC18A2	ENSG00000165646	10	117241093	117279430	q25.3	1
3436	PDZD8	ENSG00000165650	10	117277274	117375467	q26.11	-1
268	EMX2OS	ENSG00000229847	10	117473215	117545068	q26.11	-1
3934	EMX2	ENSG00000170370	10	117542444	117549546	q26.11	1
33885	RAB11FIP2	ENSG00000107560	10	118004916	118046603	q26.11	-1
33909	CASC2	ENSG00000177640	10	118046279	118210153	q26.11	1
22587	FAM204A	ENSG00000165669	10	118297930	118342328	q26.11	-1
21010	LINC00867	ENSG00000232139	10	118357108	118365103	q26.11	1
32169	SLC25A18P1	ENSG00000234309	10	118572871	118573620	q26.11	1
7979	PRLHR	ENSG00000119973	10	118589989	118595699	q26.11	-1
13317	TOMM22P5	ENSG00000225155	10	118643760	118644198	q26.11	1
14096	CACUL1	ENSG00000151893	10	118674167	118755249	q26.11	-1
25111	LDHAP5	ENSG00000213574	10	118932674	118933295	q26.11	-1
12550	NANOS1	ENSG00000188613	10	119029716	119033732	q26.11	1
8999	EIF3A	ENSG00000107581	10	119033670	119080823	q26.11	-1
5188	SNORA19	ENSG00000207468	10	119060011	119060138	q26.11	-1
29509	FAM45A	ENSG00000119979	10	119104086	119137984	q26.11	1
18404	SFXN4	ENSG00000183605	10	119140767	119165667	q26.11	-1
27482	PRDX3	ENSG00000165672	10	119167703	119178833	q26.11	-1
21819	GRK5	ENSG00000198873	10	119207589	119459742	q26.11	1
22161	GRK5-IT1	ENSG00000228485	10	119208531	119211760	q26.11	1
1141	RN7SL749P	ENSG00000242853	10	119212857	119213146	q26.11	1
14599	MIR4681	ENSG00000265719	10	119377972	119378043	q26.11	1
30241	RGS10	ENSG00000148908	10	119499828	119542708	q26.11	-1
30407	TIAL1	ENSG00000151923	10	119571802	119597029	q26.11	-1
33773	RAD1P1	ENSG00000234569	10	119621068	119621880	q26.11	1
33777	BAG3	ENSG00000151929	10	119651370	119677819	q26.11	1
34012	TXNP1	ENSG00000232823	10	119683127	119683823	q26.11	-1
34066	INPP5F	ENSG00000198825	10	119726097	119829278	q26.11	1
2804	RN7SL846P	ENSG00000242818	10	119768247	119768538	q26.11	1
34064	PHACTR2P1	ENSG00000270300	10	119815229	119816642	q26.11	-1
6864	MCMBP	ENSG00000197771	10	119829404	119892556	q26.11	-1
20375	SEC23IP	ENSG00000107651	10	119892711	119944658	q26.11	1
1154	MIR4682	ENSG00000265370	10	119958513	119958592	q26.12	1
14950	NACAP2	ENSG00000180230	10	119997086	119997709	q26.12	-1
19847	PPAPDC1A	ENSG00000203805	10	120456954	120589855	q26.12	1
24725	LINC01561	ENSG00000177234	10	120597949	120600124	q26.12	1
27316	WDR11-AS1	ENSG00000227165	10	120761812	120851345	q26.12	-1
27347	WDR11	ENSG00000120008	10	120851175	120909524	q26.12	1
13994	LINC01153	ENSG00000227143	10	121178700	121185966	q26.12	1
1334	RN7SKP167	ENSG00000222979	10	121410916	121411200	q26.13	1
32390	FGFR2	ENSG00000066468	10	121478334	121598458	q26.13	-1
19054	RPS15AP5	ENSG00000223540	10	121713607	121713994	q26.13	1
20642	ATE1	ENSG00000107669	10	121740421	121928801	q26.13	-1
23066	ATE1-AS1	ENSG00000226864	10	121928312	121951965	q26.13	1
27288	NSMCE4A	ENSG00000107672	10	121957088	121975217	q26.13	-1
34245	TACC2	ENSG00000138162	10	121989174	122254545	q26.13	1
22221	BTBD16	ENSG00000138152	10	122271306	122338162	q26.13	1
4621	RNU6-728P	ENSG00000202245	10	122345690	122345793	q26.13	1
13773	PLEKHA1	ENSG00000107679	10	122374696	122442602	q26.13	1
3196	MIR3941	ENSG00000265442	10	122416965	122417067	q26.13	1
25628	ARMS2	ENSG00000254636	10	122454653	122457352	q26.13	1
8347	HTRA1	ENSG00000166033	10	122461525	122514908	q26.13	1
29000	DMBT1	ENSG00000187908	10	122560665	122643736	q26.13	1
21236	C10orf120	ENSG00000183559	10	122697709	122699822	q26.13	-1
25424	DMBT1P1	ENSG00000176584	10	122756694	122799180	q26.13	1
13242	CUZD1	ENSG00000138161	10	122832149	122850793	q26.13	-1
12574	FAM24B	ENSG00000213185	10	122849078	122879641	q26.13	-1
19017	FAM24A	ENSG00000203795	10	122910701	122913111	q26.13	1
24862	C10orf88	ENSG00000119965	10	122930903	122954403	q26.13	-1
24024	PSTK	ENSG00000179988	10	122954381	122997513	q26.13	1
24519	IKZF5	ENSG00000095574	10	122990806	123008817	q26.13	-1
22355	ACADSB	ENSG00000196177	10	123008979	123058311	q26.13	1
294	HMX3	ENSG00000188620	10	123135962	123137741	q26.13	1
5972	HMX2	ENSG00000188816	10	123148122	123150672	q26.13	1
